Disease_id,Anatomy_id,relation_type,database
MESH:D000163,UBERON:0002299,DlA,Hetionet
MESH:D018204,UBERON:0002397,DlA,Hetionet
MESH:D001321,UBERON:0001910,DlA,Hetionet
MESH:D009373,UBERON:0002361,DlA,Hetionet
MESH:D000437,UBERON:0001021,DlA,Hetionet
MESH:D005901,UBERON:0001796,DlA,Hetionet
MESH:D010610,UBERON:0001037,DlA,Hetionet
MESH:D000690,UBERON:0000922,DlA,Hetionet
MESH:D019042,UBERON:0002385,DlA,Hetionet
MESH:D009373,UBERON:0000029,DlA,Hetionet
MESH:D007037,UBERON:0002385,DlA,Hetionet
MESH:D012878,UBERON:0001690,DlA,Hetionet
MESH:D001859,UBERON:0001093,DlA,Hetionet
MESH:D010190,UBERON:0001193,DlA,Hetionet
MESH:D008268,UBERON:0001771,DlA,Hetionet
MESH:D010190,UBERON:0002017,DlA,Hetionet
MESH:D003093,UBERON:0001970,DlA,Hetionet
MESH:D002971,UBERON:0001716,DlA,Hetionet
MESH:D018204,UBERON:0002378,DlA,Hetionet
MESH:D005901,UBERON:0002384,DlA,Hetionet
MESH:D018317,UBERON:0001783,DlA,Hetionet
MESH:D003922,UBERON:0001494,DlA,Hetionet
MESH:D013120,UBERON:0002298,DlA,Hetionet
MESH:D010300,UBERON:0001723,DlA,Hetionet
MESH:D008579,UBERON:0002285,DlA,Hetionet
MESH:D013167,UBERON:0001130,DlA,Hetionet
MESH:D000437,UBERON:0001007,DlA,Hetionet
MESH:D000544,UBERON:0001016,DlA,Hetionet
MESH:D014820,UBERON:0002097,DlA,Hetionet
MESH:D018204,UBERON:0001814,DlA,Hetionet
MESH:D029424,UBERON:0002185,DlA,Hetionet
MESH:D001172,UBERON:0002413,DlA,Hetionet
MESH:C562840,UBERON:0001013,DlA,Hetionet
MESH:D010190,UBERON:0002005,DlA,Hetionet
MESH:D011565,UBERON:0002097,DlA,Hetionet
MESH:D009373,UBERON:0001494,DlA,Hetionet
MESH:D007889,UBERON:0000997,DlA,Hetionet
MESH:D011085,UBERON:0001037,DlA,Hetionet
MESH:D019694,UBERON:0002107,DlA,Hetionet
MESH:D014846,UBERON:0000483,DlA,Hetionet
MESH:D001714,UBERON:0001969,DlA,Hetionet
MESH:D006973,UBERON:0001288,DlA,Hetionet
MESH:D055113,UBERON:0000165,DlA,Hetionet
MESH:D009290,UBERON:0002410,DlA,Hetionet
MESH:D001859,UBERON:0004769,DlA,Hetionet
MESH:D000437,UBERON:0002368,DlA,Hetionet
MESH:D012468,UBERON:0001750,DlA,Hetionet
MESH:D008579,UBERON:0001647,DlA,Hetionet
MESH:D008268,UBERON:0001620,DlA,Hetionet
MESH:D015209,UBERON:0002394,DlA,Hetionet
MESH:D002583,UBERON:0000995,DlA,Hetionet
MESH:D001749,UBERON:0000474,DlA,Hetionet
MESH:D001932,UBERON:0001633,DlA,Hetionet
MESH:D014594,UBERON:0000995,DlA,Hetionet
MESH:D001172,UBERON:0002385,DlA,Hetionet
MESH:D018204,UBERON:0002228,DlA,Hetionet
MESH:D006258,UBERON:0002073,DlA,Hetionet
MESH:D010024,UBERON:0002516,DlA,Hetionet
DOID:1725,UBERON:0001295,DlA,Hetionet
MESH:D015210,UBERON:0001488,DlA,Hetionet
MESH:D001749,UBERON:0001000,DlA,Hetionet
MESH:D009373,UBERON:0002517,DlA,Hetionet
MESH:D012559,UBERON:0000991,DlA,Hetionet
MESH:D008175,UBERON:0000483,DlA,Hetionet
MESH:D019694,UBERON:0001969,DlA,Hetionet
MESH:D009373,UBERON:0001649,DlA,Hetionet
MESH:D013120,UBERON:0001323,DlA,Hetionet
MESH:D002971,UBERON:0001598,DlA,Hetionet
MESH:D017202,UBERON:0002012,DlA,Hetionet
MESH:D006111,UBERON:0001764,DlA,Hetionet
MESH:D018204,UBERON:0002016,DlA,Hetionet
MESH:D004938,UBERON:0001007,DlA,Hetionet
MESH:D006258,UBERON:0001105,DlA,Hetionet
MESH:D011085,UBERON:0000949,DlA,Hetionet
MESH:D001932,UBERON:0000033,DlA,Hetionet
MESH:D012004,UBERON:0000998,DlA,Hetionet
MESH:D008113,UBERON:0001174,DlA,Hetionet
MESH:D009765,UBERON:0001970,DlA,Hetionet
MESH:D001172,UBERON:0001833,DlA,Hetionet
MESH:D001289,UBERON:0001037,DlA,Hetionet
MESH:D003924,UBERON:0002107,DlA,Hetionet
MESH:D017544,UBERON:0001530,DlA,Hetionet
MESH:D008579,UBERON:0001678,DlA,Hetionet
MESH:D008268,UBERON:0000970,DlA,Hetionet
MESH:D019337,UBERON:0002481,DlA,Hetionet
MESH:D002532,UBERON:0001633,DlA,Hetionet
MESH:D053040,UBERON:0001288,DlA,Hetionet
MESH:D005910,UBERON:0001896,DlA,Hetionet
MESH:D014625,UBERON:0000056,DlA,Hetionet
MESH:D017544,UBERON:0002113,DlA,Hetionet
MESH:D018317,UBERON:0001723,DlA,Hetionet
MESH:D005134,UBERON:0000964,DlA,Hetionet
MESH:D013167,UBERON:0002018,DlA,Hetionet
MESH:D007889,UBERON:0001072,DlA,Hetionet
MESH:D004827,UBERON:0000955,DlA,Hetionet
MESH:D006973,UBERON:0001310,DlA,Hetionet
MESH:D018317,UBERON:0001577,DlA,Hetionet
MESH:D008881,UBERON:0001645,DlA,Hetionet
MESH:D015179,UBERON:0000996,DlA,Hetionet
MESH:D016535,UBERON:0003126,DlA,Hetionet
MESH:D006258,UBERON:0001832,DlA,Hetionet
MESH:D007078,UBERON:0001837,DlA,Hetionet
MESH:D002311,UBERON:0002165,DlA,Hetionet
MESH:D009765,UBERON:0001464,DlA,Hetionet
MESH:D001528,UBERON:0002360,DlA,Hetionet
MESH:D014594,UBERON:0001815,DlA,Hetionet
MESH:D009373,UBERON:0001460,DlA,Hetionet
MESH:D010040,UBERON:0001694,DlA,Hetionet
MESH:D010300,UBERON:0000013,DlA,Hetionet
MESH:D008268,UBERON:0001619,DlA,Hetionet
MESH:D045743,UBERON:0002389,DlA,Hetionet
MESH:D017202,UBERON:0002410,DlA,Hetionet
MESH:D010190,UBERON:0001175,DlA,Hetionet
MESH:D000544,UBERON:0001908,DlA,Hetionet
MESH:D008175,UBERON:0001587,DlA,Hetionet
MESH:D006973,UBERON:0001620,DlA,Hetionet
MESH:C562840,UBERON:0001394,DlA,Hetionet
MESH:D004827,UBERON:0001890,DlA,Hetionet
MESH:D017202,UBERON:0002441,DlA,Hetionet
MESH:D015179,UBERON:0000029,DlA,Hetionet
MESH:D006258,UBERON:0001785,DlA,Hetionet
MESH:D029424,UBERON:0000977,DlA,Hetionet
MESH:D010051,UBERON:0000483,DlA,Hetionet
MESH:D013736,UBERON:0001105,DlA,Hetionet
MESH:D007079,UBERON:0000997,DlA,Hetionet
MESH:D018317,UBERON:0000054,DlA,Hetionet
MESH:D007037,UBERON:0001235,DlA,Hetionet
MESH:D019694,UBERON:0002297,DlA,Hetionet
MESH:D045743,UBERON:0000982,DlA,Hetionet
MESH:D001932,UBERON:0000004,DlA,Hetionet
MESH:D001859,UBERON:0001437,DlA,Hetionet
MESH:D010003,UBERON:0002102,DlA,Hetionet
MESH:D013120,UBERON:0002360,DlA,Hetionet
MESH:D001749,UBERON:0002066,DlA,Hetionet
MESH:D009373,UBERON:0002134,DlA,Hetionet
MESH:D003866,UBERON:0001016,DlA,Hetionet
MESH:D014846,UBERON:0001003,DlA,Hetionet
MESH:D005879,UBERON:0000955,DlA,Hetionet
MESH:D055113,UBERON:0001831,DlA,Hetionet
MESH:D003866,UBERON:0000007,DlA,Hetionet
MESH:D014846,UBERON:0001300,DlA,Hetionet
MESH:D004379,UBERON:0001064,DlA,Hetionet
MESH:D002532,UBERON:0001891,DlA,Hetionet
MESH:D002583,UBERON:0000002,DlA,Hetionet
MESH:D010024,UBERON:0002204,DlA,Hetionet
MESH:D009103,UBERON:0001780,DlA,Hetionet
MESH:D009765,UBERON:0001305,DlA,Hetionet
MESH:D001859,UBERON:0002387,DlA,Hetionet
MESH:D008175,UBERON:0001004,DlA,Hetionet
MESH:D009373,UBERON:0001886,DlA,Hetionet
MESH:D008545,UBERON:0001691,DlA,Hetionet
MESH:D017545,UBERON:0002522,DlA,Hetionet
MESH:D001289,UBERON:0001890,DlA,Hetionet
MESH:D013167,UBERON:0001469,DlA,Hetionet
MESH:D008881,UBERON:0002441,DlA,Hetionet
MESH:D005910,UBERON:0001017,DlA,Hetionet
MESH:D000163,UBERON:0000955,DlA,Hetionet
MESH:D015210,UBERON:0001465,DlA,Hetionet
MESH:D019042,UBERON:0001111,DlA,Hetionet
MESH:D000544,UBERON:0002130,DlA,Hetionet
MESH:D010190,UBERON:0001174,DlA,Hetionet
MESH:D004379,UBERON:0001182,DlA,Hetionet
MESH:D009373,UBERON:0001599,DlA,Hetionet
MESH:D007078,UBERON:0001135,DlA,Hetionet
MESH:D012878,UBERON:0001031,DlA,Hetionet
MESH:D012186,UBERON:0002356,DlA,Hetionet
MESH:D001528,UBERON:0001891,DlA,Hetionet
MESH:D004827,UBERON:0002285,DlA,Hetionet
MESH:D051436,UBERON:0002516,DlA,Hetionet
MESH:D008881,UBERON:0001762,DlA,Hetionet
MESH:D017202,UBERON:0002016,DlA,Hetionet
MESH:D005901,UBERON:0000211,DlA,Hetionet
MESH:D051436,UBERON:0001971,DlA,Hetionet
MESH:D000740,UBERON:0002368,DlA,Hetionet
MESH:D012468,UBERON:0000029,DlA,Hetionet
MESH:D006258,UBERON:0001724,DlA,Hetionet
MESH:D016584,UBERON:0000011,DlA,Hetionet
MESH:D000310,UBERON:0002411,DlA,Hetionet
MESH:D014516,UBERON:0001088,DlA,Hetionet
MESH:D010412,UBERON:0001300,DlA,Hetionet
MESH:D010024,UBERON:0002389,DlA,Hetionet
MESH:D008113,UBERON:0002017,DlA,Hetionet
MESH:D000506,UBERON:0002097,DlA,Hetionet
MESH:D010300,UBERON:0001148,DlA,Hetionet
MESH:C562840,UBERON:0002204,DlA,Hetionet
MESH:D010001,UBERON:0001467,DlA,Hetionet
MESH:D000437,UBERON:0001089,DlA,Hetionet
MESH:D010040,UBERON:0002501,DlA,Hetionet
MESH:D002971,UBERON:0001833,DlA,Hetionet
MESH:D017202,UBERON:0001404,DlA,Hetionet
MESH:D018317,UBERON:0001650,DlA,Hetionet
MESH:D010051,UBERON:0001305,DlA,Hetionet
MESH:D018204,UBERON:0001986,DlA,Hetionet
MESH:D018204,UBERON:0000995,DlA,Hetionet
DOID:1725,UBERON:0001905,DlA,Hetionet
MESH:D018204,UBERON:0001737,DlA,Hetionet
MESH:D010051,UBERON:0001296,DlA,Hetionet
MESH:D001859,UBERON:0001467,DlA,Hetionet
MESH:D003876,UBERON:0001827,DlA,Hetionet
MESH:D004379,UBERON:0001264,DlA,Hetionet
MESH:D015535,UBERON:0002205,DlA,Hetionet
MESH:D005134,UBERON:0001598,DlA,Hetionet
DOID:1725,UBERON:0002017,DlA,Hetionet
MESH:D008479,UBERON:0001585,DlA,Hetionet
MESH:D010610,UBERON:0000165,DlA,Hetionet
MESH:D005910,UBERON:0000988,DlA,Hetionet
MESH:D001528,UBERON:0001673,DlA,Hetionet
MESH:D006973,UBERON:0001184,DlA,Hetionet
MESH:D000506,UBERON:0002067,DlA,Hetionet
MESH:D001859,UBERON:0002204,DlA,Hetionet
MESH:D004827,UBERON:0002240,DlA,Hetionet
MESH:D010300,UBERON:0001989,DlA,Hetionet
MESH:D009383,UBERON:0001981,DlA,Hetionet
MESH:D018204,UBERON:0001296,DlA,Hetionet
MESH:D053040,UBERON:0001184,DlA,Hetionet
MESH:D009383,UBERON:0001361,DlA,Hetionet
MESH:D001859,UBERON:0001679,DlA,Hetionet
MESH:D065631,UBERON:0002392,DlA,Hetionet
MESH:D010003,UBERON:0001484,DlA,Hetionet
MESH:D010610,UBERON:0002517,DlA,Hetionet
MESH:D001859,UBERON:0002223,DlA,Hetionet
MESH:D003866,UBERON:0002410,DlA,Hetionet
MESH:D016640,UBERON:0002356,DlA,Hetionet
MESH:D017202,UBERON:0000178,DlA,Hetionet
MESH:D029424,UBERON:0002016,DlA,Hetionet
MESH:D002971,UBERON:0002517,DlA,Hetionet
MESH:D009373,UBERON:0001031,DlA,Hetionet
MESH:D001172,UBERON:0002204,DlA,Hetionet
MESH:D015179,UBERON:0001744,DlA,Hetionet
MESH:D002971,UBERON:0001756,DlA,Hetionet
MESH:D015209,UBERON:0001264,DlA,Hetionet
MESH:D008545,UBERON:0000029,DlA,Hetionet
MESH:D012030,UBERON:0001771,DlA,Hetionet
MESH:D010001,UBERON:0001684,DlA,Hetionet
MESH:D016640,UBERON:0002522,DlA,Hetionet
MESH:D012559,UBERON:0001969,DlA,Hetionet
MESH:D010195,UBERON:0001970,DlA,Hetionet
MESH:D014594,UBERON:0000483,DlA,Hetionet
MESH:D001859,UBERON:0001684,DlA,Hetionet
MESH:D009383,UBERON:0001182,DlA,Hetionet
MESH:D009383,UBERON:0001640,DlA,Hetionet
MESH:D004827,UBERON:0002028,DlA,Hetionet
MESH:D003093,UBERON:0002405,DlA,Hetionet
MESH:D010300,UBERON:0001490,DlA,Hetionet
MESH:D004379,UBERON:0001971,DlA,Hetionet
MESH:D012186,UBERON:0001237,DlA,Hetionet
MESH:D009103,UBERON:0002298,DlA,Hetionet
MESH:D001932,UBERON:0001893,DlA,Hetionet
MESH:D001714,UBERON:0002286,DlA,Hetionet
MESH:D009373,UBERON:0001756,DlA,Hetionet
MESH:D002971,UBERON:0001707,DlA,Hetionet
MESH:D012559,UBERON:0002129,DlA,Hetionet
MESH:D009080,UBERON:0002389,DlA,Hetionet
MESH:D055113,UBERON:0001675,DlA,Hetionet
MESH:D012468,UBERON:0001831,DlA,Hetionet
MESH:D008579,UBERON:0001643,DlA,Hetionet
MESH:D002532,UBERON:0001624,DlA,Hetionet
MESH:D008881,UBERON:0001620,DlA,Hetionet
MESH:D005922,UBERON:0002405,DlA,Hetionet
MESH:D000690,UBERON:0001780,DlA,Hetionet
MESH:D008579,UBERON:0002019,DlA,Hetionet
MESH:D000163,UBERON:0002371,DlA,Hetionet
MESH:D013953,UBERON:0001132,DlA,Hetionet
MESH:D014625,UBERON:0000002,DlA,Hetionet
MESH:D009373,UBERON:0003685,DlA,Hetionet
MESH:D000437,UBERON:0002037,DlA,Hetionet
MESH:D051436,UBERON:0002523,DlA,Hetionet
MESH:D007822,UBERON:0002486,DlA,Hetionet
MESH:D005901,UBERON:0001772,DlA,Hetionet
MESH:D015535,UBERON:0001485,DlA,Hetionet
MESH:D000437,UBERON:0001968,DlA,Hetionet
MESH:D006973,UBERON:0002522,DlA,Hetionet
MESH:D010300,UBERON:0001597,DlA,Hetionet
MESH:D013736,UBERON:0000473,DlA,Hetionet
MESH:D004938,UBERON:0001515,DlA,Hetionet
MESH:D008881,UBERON:0002298,DlA,Hetionet
MESH:D008881,UBERON:0002389,DlA,Hetionet
MESH:D010195,UBERON:0001089,DlA,Hetionet
MESH:D053040,UBERON:0002113,DlA,Hetionet
MESH:D005910,UBERON:0002129,DlA,Hetionet
MESH:D013953,UBERON:0001638,DlA,Hetionet
MESH:D018204,UBERON:0001465,DlA,Hetionet
DOID:11920,UBERON:0000483,DlA,Hetionet
MESH:C562840,UBERON:0000949,DlA,Hetionet
MESH:D008180,UBERON:0002352,DlA,Hetionet
MESH:D017202,UBERON:0002354,DlA,Hetionet
MESH:D008881,UBERON:0000974,DlA,Hetionet
MESH:D008175,UBERON:0001103,DlA,Hetionet
MESH:D015179,UBERON:0002107,DlA,Hetionet
MESH:D008105,UBERON:0002017,DlA,Hetionet
MESH:D006258,UBERON:0000482,DlA,Hetionet
MESH:D054990,UBERON:0002048,DlA,Hetionet
MESH:D009765,UBERON:0001103,DlA,Hetionet
MESH:D050197,UBERON:0002137,DlA,Hetionet
MESH:D001528,UBERON:0001361,DlA,Hetionet
MESH:D010001,UBERON:0002397,DlA,Hetionet
MESH:D012878,UBERON:0000974,DlA,Hetionet
MESH:D007037,UBERON:0001088,DlA,Hetionet
MESH:D008479,UBERON:0001805,DlA,Hetionet
MESH:D003924,UBERON:0001013,DlA,Hetionet
MESH:D017544,UBERON:0002060,DlA,Hetionet
MESH:D014625,UBERON:0000992,DlA,Hetionet
MESH:D004827,UBERON:0001017,DlA,Hetionet
MESH:D004379,UBERON:0002110,DlA,Hetionet
MESH:D029424,UBERON:0001111,DlA,Hetionet
MESH:D011085,UBERON:0002411,DlA,Hetionet
MESH:D001859,UBERON:0001645,DlA,Hetionet
MESH:D010001,UBERON:0001710,DlA,Hetionet
MESH:D010610,UBERON:0002386,DlA,Hetionet
MESH:D019042,UBERON:0002386,DlA,Hetionet
MESH:D065631,UBERON:0001825,DlA,Hetionet
MESH:D012468,UBERON:0001832,DlA,Hetionet
MESH:D000690,UBERON:0001577,DlA,Hetionet
MESH:D012559,UBERON:0001577,DlA,Hetionet
MESH:D024821,UBERON:0001348,DlA,Hetionet
MESH:D005901,UBERON:0002392,DlA,Hetionet
MESH:D010610,UBERON:0002298,DlA,Hetionet
MESH:D010610,UBERON:0001616,DlA,Hetionet
MESH:D013964,UBERON:0002392,DlA,Hetionet
MESH:D001650,UBERON:0002394,DlA,Hetionet
MESH:D019042,UBERON:0002387,DlA,Hetionet
MESH:D014625,UBERON:0000997,DlA,Hetionet
MESH:D015179,UBERON:0002371,DlA,Hetionet
MESH:D006258,UBERON:0001598,DlA,Hetionet
DOID:1725,UBERON:0002107,DlA,Hetionet
MESH:D053040,UBERON:0001232,DlA,Hetionet
MESH:D009103,UBERON:0002405,DlA,Hetionet
MESH:D010001,UBERON:0001093,DlA,Hetionet
MESH:D019337,UBERON:0000991,DlA,Hetionet
MESH:D009373,UBERON:0001690,DlA,Hetionet
MESH:D015535,UBERON:0001469,DlA,Hetionet
MESH:D007918,UBERON:0001716,DlA,Hetionet
MESH:D000690,UBERON:0001643,DlA,Hetionet
MESH:D012004,UBERON:0001988,DlA,Hetionet
MESH:D005642,UBERON:0001985,DlA,Hetionet
MESH:D053040,UBERON:0001231,DlA,Hetionet
MESH:D003876,UBERON:0001089,DlA,Hetionet
MESH:D007889,UBERON:0000474,DlA,Hetionet
MESH:D001528,UBERON:0001365,DlA,Hetionet
MESH:D015210,UBERON:0001090,DlA,Hetionet
MESH:D003922,UBERON:0001827,DlA,Hetionet
MESH:D008180,UBERON:0001088,DlA,Hetionet
MESH:D051436,UBERON:0002385,DlA,Hetionet
MESH:D009383,UBERON:0002523,DlA,Hetionet
MESH:D007889,UBERON:0001296,DlA,Hetionet
MESH:D003866,UBERON:0001017,DlA,Hetionet
MESH:D017544,UBERON:0001194,DlA,Hetionet
MESH:D010610,UBERON:0001836,DlA,Hetionet
MESH:D009373,UBERON:0002019,DlA,Hetionet
MESH:D007822,UBERON:0002019,DlA,Hetionet
MESH:D010024,UBERON:0000995,DlA,Hetionet
MESH:D010412,UBERON:0002411,DlA,Hetionet
MESH:D009373,UBERON:0001567,DlA,Hetionet
MESH:D000740,UBERON:0000922,DlA,Hetionet
MESH:D012878,UBERON:0001866,DlA,Hetionet
MESH:D004938,UBERON:0001594,DlA,Hetionet
MESH:D010610,UBERON:0002453,DlA,Hetionet
MESH:D012878,UBERON:0000004,DlA,Hetionet
MESH:D014820,UBERON:0000974,DlA,Hetionet
MESH:D029424,UBERON:0002040,DlA,Hetionet
MESH:D008113,UBERON:0001194,DlA,Hetionet
MESH:D017545,UBERON:0001529,DlA,Hetionet
MESH:D006111,UBERON:0001750,DlA,Hetionet
MESH:D050197,UBERON:0001394,DlA,Hetionet
MESH:D001528,UBERON:0001398,DlA,Hetionet
MESH:D010195,UBERON:0001182,DlA,Hetionet
MESH:D009383,UBERON:0001587,DlA,Hetionet
MESH:D019042,UBERON:0001008,DlA,Hetionet
MESH:D001749,UBERON:0000482,DlA,Hetionet
MESH:D000690,UBERON:0001708,DlA,Hetionet
MESH:D018204,UBERON:0000922,DlA,Hetionet
MESH:D000690,UBERON:0000988,DlA,Hetionet
MESH:D006258,UBERON:0000483,DlA,Hetionet
MESH:D001714,UBERON:0002285,DlA,Hetionet
MESH:D001528,UBERON:0001516,DlA,Hetionet
MESH:D010003,UBERON:0002018,DlA,Hetionet
MESH:D005901,UBERON:0001786,DlA,Hetionet
MESH:D010040,UBERON:0002519,DlA,Hetionet
MESH:D005922,UBERON:0002113,DlA,Hetionet
MESH:D000740,UBERON:0002113,DlA,Hetionet
MESH:D003876,UBERON:0002067,DlA,Hetionet
MESH:D001859,UBERON:0001694,DlA,Hetionet
MESH:D006973,UBERON:0002081,DlA,Hetionet
MESH:D065631,UBERON:0001677,DlA,Hetionet
MESH:D007918,UBERON:0001300,DlA,Hetionet
MESH:D010051,UBERON:0000474,DlA,Hetionet
MESH:D001932,UBERON:0002129,DlA,Hetionet
MESH:D001859,UBERON:0001544,DlA,Hetionet
MESH:D001932,UBERON:0000045,DlA,Hetionet
MESH:D001932,UBERON:0001785,DlA,Hetionet
MESH:D007822,UBERON:0002365,DlA,Hetionet
MESH:D008545,UBERON:0001768,DlA,Hetionet
MESH:D007680,UBERON:0001225,DlA,Hetionet
MESH:D008579,UBERON:0001624,DlA,Hetionet
MESH:D009765,UBERON:0001013,DlA,Hetionet
MESH:D053040,UBERON:0001140,DlA,Hetionet
MESH:D013964,UBERON:0001737,DlA,Hetionet
MESH:D015179,UBERON:0001638,DlA,Hetionet
MESH:D005901,UBERON:0001619,DlA,Hetionet
MESH:D018317,UBERON:0002387,DlA,Hetionet
MESH:D000740,UBERON:0001986,DlA,Hetionet
MESH:D008881,UBERON:0002925,DlA,Hetionet
MESH:D005910,UBERON:0002414,DlA,Hetionet
MESH:D003731,UBERON:0001723,DlA,Hetionet
MESH:D003924,UBERON:0001772,DlA,Hetionet
MESH:D007822,UBERON:0002377,DlA,Hetionet
MESH:D004827,UBERON:0002361,DlA,Hetionet
MESH:D012878,UBERON:0001463,DlA,Hetionet
MESH:D003731,UBERON:0001708,DlA,Hetionet
MESH:D005923,UBERON:0001980,DlA,Hetionet
MESH:D010024,UBERON:0001464,DlA,Hetionet
MESH:D017544,UBERON:0002240,DlA,Hetionet
MESH:D005901,UBERON:0001702,DlA,Hetionet
MESH:D010190,UBERON:0001194,DlA,Hetionet
MESH:D001172,UBERON:0001836,DlA,Hetionet
MESH:D009373,UBERON:0001577,DlA,Hetionet
MESH:D012559,UBERON:0002285,DlA,Hetionet
MESH:D003922,UBERON:0001398,DlA,Hetionet
MESH:D012878,UBERON:0002389,DlA,Hetionet
MESH:D003093,UBERON:0001971,DlA,Hetionet
MESH:D010300,UBERON:0002386,DlA,Hetionet
MESH:D010195,UBERON:0001640,DlA,Hetionet
MESH:D005910,UBERON:0001908,DlA,Hetionet
MESH:D014625,UBERON:0003889,DlA,Hetionet
MESH:D018317,UBERON:0002389,DlA,Hetionet
MESH:D014594,UBERON:0001637,DlA,Hetionet
MESH:D050197,UBERON:0001981,DlA,Hetionet
MESH:D008579,UBERON:0000988,DlA,Hetionet
MESH:D008545,UBERON:0002361,DlA,Hetionet
MESH:D010610,UBERON:0001737,DlA,Hetionet
MESH:D000163,UBERON:0002405,DlA,Hetionet
MESH:D002532,UBERON:0001404,DlA,Hetionet
MESH:D001714,UBERON:0002148,DlA,Hetionet
MESH:D012559,UBERON:0002410,DlA,Hetionet
MESH:D009103,UBERON:0002360,DlA,Hetionet
MESH:D003924,UBERON:0001398,DlA,Hetionet
MESH:D008545,UBERON:0002103,DlA,Hetionet
MESH:D002446,UBERON:0001264,DlA,Hetionet
MESH:D008545,UBERON:0000033,DlA,Hetionet
MESH:D024821,UBERON:0001981,DlA,Hetionet
MESH:D006258,UBERON:0002377,DlA,Hetionet
MESH:D015535,UBERON:0002389,DlA,Hetionet
MESH:D005185,UBERON:0000002,DlA,Hetionet
MESH:D008180,UBERON:0002299,DlA,Hetionet
MESH:D012559,UBERON:0001890,DlA,Hetionet
DOID:1725,UBERON:0002439,DlA,Hetionet
MESH:D003922,UBERON:0002523,DlA,Hetionet
MESH:D015433,UBERON:0001140,DlA,Hetionet
MESH:D001528,UBERON:0001896,DlA,Hetionet
MESH:D009765,UBERON:0002028,DlA,Hetionet
MESH:D007680,UBERON:0002081,DlA,Hetionet
MESH:D000163,UBERON:0001007,DlA,Hetionet
MESH:D010195,UBERON:0002010,DlA,Hetionet
MESH:D050197,UBERON:0002250,DlA,Hetionet
MESH:D014594,UBERON:0000029,DlA,Hetionet
MESH:D050197,UBERON:0000026,DlA,Hetionet
MESH:D002532,UBERON:0001887,DlA,Hetionet
MESH:D001650,UBERON:0001193,DlA,Hetionet
MESH:D013953,UBERON:0000974,DlA,Hetionet
MESH:D001063,UBERON:0003889,DlA,Hetionet
MESH:D001859,UBERON:0001825,DlA,Hetionet
MESH:D002971,UBERON:0001711,DlA,Hetionet
MESH:D001932,UBERON:0001645,DlA,Hetionet
MESH:D007822,UBERON:0000974,DlA,Hetionet
MESH:D013274,UBERON:0001516,DlA,Hetionet
MESH:D051436,UBERON:0001460,DlA,Hetionet
MESH:D009103,UBERON:0001643,DlA,Hetionet
MESH:D000740,UBERON:0001088,DlA,Hetionet
MESH:D018204,UBERON:0001322,DlA,Hetionet
MESH:D004827,UBERON:0002673,DlA,Hetionet
MESH:D013274,UBERON:0002439,DlA,Hetionet
MESH:D002583,UBERON:0000029,DlA,Hetionet
MESH:D001321,UBERON:0001720,DlA,Hetionet
MESH:D008579,UBERON:0004727,DlA,Hetionet
MESH:D010040,UBERON:0002502,DlA,Hetionet
MESH:D005185,UBERON:0000483,DlA,Hetionet
MESH:D006973,UBERON:0002369,DlA,Hetionet
MESH:D010610,UBERON:0002240,DlA,Hetionet
MESH:D018204,UBERON:0002356,DlA,Hetionet
MESH:C562840,UBERON:0000474,DlA,Hetionet
MESH:D006973,UBERON:0001194,DlA,Hetionet
MESH:D001749,UBERON:0001135,DlA,Hetionet
MESH:D051436,UBERON:0001228,DlA,Hetionet
MESH:D007918,UBERON:0001785,DlA,Hetionet
MESH:D000310,UBERON:0000991,DlA,Hetionet
MESH:D051436,UBERON:0001088,DlA,Hetionet
MESH:D012559,UBERON:0000955,DlA,Hetionet
MESH:D029424,UBERON:0000975,DlA,Hetionet
MESH:D012878,UBERON:0001981,DlA,Hetionet
MESH:D012030,UBERON:0000964,DlA,Hetionet
MESH:D013964,UBERON:0002377,DlA,Hetionet
MESH:D008579,UBERON:0001908,DlA,Hetionet
MESH:D005134,UBERON:0000966,DlA,Hetionet
MESH:D012878,UBERON:0001705,DlA,Hetionet
MESH:D008180,UBERON:0002135,DlA,Hetionet
MESH:D008288,UBERON:0001836,DlA,Hetionet
MESH:D006258,UBERON:0001737,DlA,Hetionet
MESH:D001714,UBERON:0002046,DlA,Hetionet
MESH:D018317,UBERON:0001908,DlA,Hetionet
MESH:D009373,UBERON:0001650,DlA,Hetionet
MESH:D003731,UBERON:0001684,DlA,Hetionet
MESH:D005910,UBERON:0000941,DlA,Hetionet
MESH:D009103,UBERON:0002240,DlA,Hetionet
MESH:D007918,UBERON:0001016,DlA,Hetionet
MESH:D009373,UBERON:0004727,DlA,Hetionet
MESH:D000690,UBERON:0001785,DlA,Hetionet
MESH:C562840,UBERON:0002378,DlA,Hetionet
MESH:D000544,UBERON:0000955,DlA,Hetionet
MESH:D019042,UBERON:0001467,DlA,Hetionet
MESH:D019337,UBERON:0001988,DlA,Hetionet
MESH:D010190,UBERON:0001143,DlA,Hetionet
MESH:D005901,UBERON:0001827,DlA,Hetionet
MESH:D006973,UBERON:0002523,DlA,Hetionet
MESH:D014820,UBERON:0001820,DlA,Hetionet
MESH:D008881,UBERON:0001017,DlA,Hetionet
MESH:D001172,UBERON:0001044,DlA,Hetionet
MESH:D018317,UBERON:0001535,DlA,Hetionet
